ssn,fico_scr,DailyRate,Department,HourlyRate,MonthlyIncome,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,employee_no,depart_dt,Education,EducationField,Gender,first_name,birth_state,birth_dt,hire_dt,BusinessTravel,DistanceFromHome,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,NumCompaniesWorked,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
592343070,687,1102,Sales,94,5993,Yes,11,3,0,289267,,2,Life Sciences,Female,AVA,GA,09/20/75,09/20/10,,,,,,,,,,,,,,,
134318987,741,607,Sales,83,4639,No,16,3,1,289561,,3,Marketing,N/A,RYE,IN,12/07/80,12/07/01,,,,,,,,,,,,,,,
366926984,714,287,Research & Development,62,2977,No,12,3,1,289752,,4,LS,Female,VICTORIAROSE,NE,03/27/82,03/27/13,,,,,,,,,,,,,,,
957988732,677,589,Sales,46,4189,No,14,3,2,289821,,2,Marketing,Male,AVIER,,10/20/79,10/20/11,,,,,,,,,,,,,,,
392851558,731,619,Sales,85,4717,No,11,3,0,290255,,3,Marketing,Male,LOGHAN,ID,02/28/82,02/28/06,,,,,,,,,,,,,,,
582213799,696,1373,Research & Development,92,2090,Yes,15,3,0,291138,,2,Other,Male,LEVI,PA,08/14/79,08/14/16,,,,,,,,,,,,,,,
862694430,738,868,Sales,73,11836,No,14,3,1,291237,,3,Marketing,Male,JAMEISON,MI,09/09/63,09/09/14,,,,,,,,,,,,,,,
625632105,714,801,Sales,48,10422,No,19,3,2,291436,,4,Marketing,Female,SAFIYO,MD,02/19/85,02/19/03,,,,,,,,,,,,,,,
250064290,707,350,Human Resources,56,2335,Yes,15,3,3,291693,12/11/15,3,Human Resources,Male,DAWON,HI,10/11/87,12/10/13,Travel_Rarely,13,1,2,1,1,Divorced,4,4,4,3,3,2,2,0
204044188,752,328,Research & Development,86,3690,No,15,3,1,291795,,3,Medical,Male,SHALOM,HI,02/03/67,11/28/13,Travel_Rarely,1,3,2,1,3,Married,2,4,5,2,2,2,0,2
871809017,764,1282,Research & Development,58,19094,No,11,3,1,291939,,3,Other,Female,PARKER,OK,01/24/64,01/24/03,,,,,,,,,,,,,,,
413250676,764,1213,Human Resources,94,3886,No,21,4,0,292309,,1,Human Resources,Male,HOPPER,MS,04/12/81,04/12/07,,,,,,,,,,,,,,,
988447226,693,202,Sales,72,2476,No,18,3,1,292345,,1,Technical Degree,Male,KHANG,,,08/24/15,,,,,,,,,,,,,,,
351986735,747,1457,Research & Development,83,4477,Yes,19,3,1,292430,,3,Medical,Female,HENRIETTE,ID,11/26/71,11/26/13,,,,,,,,,,,,,,,
302564008,718,201,Research & Development,95,2576,No,16,3,1,292439,,4,Life Sciences,Female,BRAXTON,,,10/27/11,Travel_Rarely,1,2,3,1,1,Divorced,3,2,8,5,3,2,1,2
439241902,794,920,Research & Development,43,3161,Yes,22,4,1,292607,03/15/17,3,LS,Male,REYAAN,HI,12/23/72,03/14/16,Travel_Frequently,24,4,3,1,3,Divorced,3,4,19,0,1,0,0,0
439241902,794,920,Research & Development,43,3161,Yes,22,4,1,292607,03/15/17,3,LS,Male,REYAAN,HI,12/23/72,03/14/16,Travel_Frequently,24,4,3,1,3,Divorced,3,4,19,0,1,0,0,0
115066344,683,1169,Research & Development,34,6132,No,17,3,0,292988,,4,Medical,Male,ARYEH,,11/13/65,11/13/15,,,,,,,,,,,,,,,
740233045,743,1308,Research & Development,44,19626,No,14,3,0,293640,,3,Medical,Male,KALO,DE,06/14/76,06/14/96,,,,,,,,,,,,,,,
397858719,735,1320,Research & Development,89,2585,No,17,3,0,293676,,3,Tech,Female,AREEBA,FL,02/11/83,02/11/16,,,,,,,,,,,,,,,
511116374,676,471,Research & Development,66,2340,Yes,18,3,0,293701,,3,Technical Degree,Male,KAZ,IN,11/11/90,11/11/15,,,,,,,,,,,,,,,
300063837,701,613,Research & Development,42,9991,No,15,3,1,293751,,1,Medical,Male,YILIN,NV,08/04/77,08/04/09,,,,,,,,,,,,,,,
344711880,695,1403,Research & Development,47,3210,No,11,3,1,294164,,3,Life Sciences,Male,BRYON,MI,06/07/80,06/07/01,,,,,,,,,,,,,,,
973993124,714,430,Research & Development,40,19627,No,17,3,2,294267,,4,Medical,Male,KEIVON,PA,08/01/70,08/01/14,,,,,,,,,,,,,,,
854192066,734,880,Sales,36,4581,Yes,24,4,0,294333,,4,Other,Male,JAYVONNE,IA,09/08/81,09/08/05,,,,,,,,,,,,,,,
456535207,718,1234,Sales,90,17650,No,13,3,1,294400,,2,LS,N/A,SIMRIT,SD,03/12/72,03/12/08,,,,,,,,,,,,,,,
328758600,711,541,Sales,62,2322,No,13,3,1,294682,,1,Technical Degree,Male,RAYYAN,HI,12/13/93,07/18/16,Travel_Rarely,2,3,3,1,1,Divorced,3,3,3,3,3,0,0,0
544166566,730,266,Research & Development,40,2096,No,18,3,0,294974,,3,Medical,Female,LAMARIA,,10/18/91,10/18/14,,,,,,,,,,,,,,,
997655387,813,1456,Sales,96,6134,Yes,13,3,3,295017,01/25/17,5,Marketing,Male,RAYNAV,HI,06/25/80,01/25/15,Travel_Rarely,13,2,2,2,1,Divorced,5,2,16,3,3,2,2,2
605604627,696,1377,Research & Development,91,2099,No,14,3,0,295652,,1,Life Sciences,Male,ARPAN,HI,12/07/89,10/23/11,Travel_Rarely,11,2,3,1,1,Married,0,2,6,3,4,0,1,4
643135246,696,1389,Research & Development,51,9980,No,11,3,1,295801,,4,Life Sciences,Female,VALENTINA,HI,10/14/87,11/24/06,Travel_Rarely,21,2,4,3,1,Divorced,1,3,10,1,3,9,8,8
381932339,679,791,Research & Development,44,2154,Yes,11,3,0,295971,,4,Medical,Male,CAYCE,MD,11/07/88,11/07/12,,,,,,,,,,,,,,,
655113130,675,996,Research & Development,100,3230,No,17,3,0,296069,,2,Medical,N/A,RUFUS,,06/29/95,06/29/13,,,,,,,,,,,,,,,
600239974,734,590,Research & Development,91,2109,No,13,3,1,297289,,3,Technical Degree,N/A,PARISSA,HI,02/23/88,05/18/16,Travel_Rarely,4,4,2,1,1,,1,3,1,2,3,0,0,0
784717135,768,355,Research & Development,38,2936,No,22,4,2,297293,,4,Technical Degree,Male,DILAND,KY,10/27/74,10/27/10,,,,,,,,,,,,,,,
606759131,788,429,Research & Development,99,2342,Yes,12,3,3,297356,01/29/15,2,Medical,Male,AZERIAH,HI,12/09/72,01/28/10,Travel_Frequently,1,3,3,1,2,Divorced,1,3,6,2,2,3,2,3
817829807,692,692,Research & Development,73,6323,No,11,3,1,297872,,3,Technical Degree,Female,MYNA,CA,05/07/77,05/07/07,,,,,,,,,,,,,,,
201667787,723,970,Research & Development,96,6142,No,11,3,0,298258,,2,Medical,Female,ZANNA,MS,01/06/83,01/06/12,,,,,,,,,,,,,,,
841118428,687,658,Research & Development,66,6074,Yes,24,4,0,298285,,3,LS,Male,BRIGHTON,NH,07/21/82,07/21/07,,,,,,,,,,,,,,,
777132154,728,334,Sales,52,6696,No,15,3,0,298531,,4,Marketing,Female,DANYA,AK,02/04/87,02/04/11,,,,,,,,,,,,,,,
304282500,739,1440,Sales,55,2308,Yes,25,4,1,298561,,2,Technical Degree,Male,MIKIAH,NV,09/08/82,09/08/05,,,,,,,,,,,,,,,
325114458,735,746,Sales,61,4649,No,14,3,1,298729,,3,LS,Male,JOHNDAVID,HI,07/16/87,07/16/12,,,,,,,,,,,,,,,
373383648,708,337,Sales,54,4393,No,21,4,1,299088,,3,Marketing,Female,INDEPENDENCE,ND,08/20/75,08/20/11,,,,,,,,,,,,,,,
533328600,724,200,Research & Development,32,4541,No,25,4,0,299436,,4,Other,Male,MICIAH,ME,08/08/72,08/08/96,,,,,,,,,,,,,,,
159889173,764,836,Research & Development,33,14756,Yes,14,3,3,299622,,3,Medical,Female,POPPY,NV,09/11/61,09/11/11,,,,,,,,,,,,,,,
244082033,770,890,Research & Development,81,13826,No,22,4,0,299909,,4,Medical,Female,NOE,GA,04/02/65,04/01/08,,,,,,,,,,,,,,,
565512792,683,1371,Sales,77,4260,Yes,12,3,1,300019,,4,Mkt,Female,GALILEAH,PA,10/15/92,10/15/11,,,,,,,,,,,,,,,
226679875,745,593,Research & Development,88,13499,No,17,3,0,300032,,4,Medical,N/A,AVIYANA,,,11/03/98,Travel_Frequently,9,2,3,3,3,,9,3,20,3,2,7,2,13
857588761,688,1368,Research & Development,99,3894,No,16,3,0,300390,,1,Technical Degree,Male,RUEBEN,,,11/25/14,,,,,,,,,,,,,,,
456362831,708,263,Research & Development,59,4721,Yes,13,3,0,300479,,3,Medical,N/A,JOBY,ME,07/31/75,07/31/98,,,,,,,,,,,,,,,
468422312,715,813,Research & Development,58,2436,Yes,13,3,1,300596,,3,Medical,Male,TRAE,MA,11/28/83,11/28/11,,,,,,,,,,,,,,,
211974617,682,670,Research & Development,51,6142,Yes,16,3,0,300646,,4,Medical,Female,KASUMI,LA,11/12/81,11/12/11,,,,,,,,,,,,,,,
694902790,746,570,Research & Development,66,18430,No,13,3,1,300714,,3,Life Sciences,Male,BREK,NV,04/03/75,04/03/93,,,,,,,,,,,,,,,
875210482,760,1490,Research & Development,42,1702,Yes,23,4,1,300937,,2,Life Sciences,Male,AZARIAS,OR,06/08/78,06/08/15,,,,,,,,,,,,,,,
799117356,772,1351,Research & Development,66,2810,No,22,4,0,301454,,4,LS,Male,HILDER,NM,05/30/81,05/29/12,,,,,,,,,,,,,,,
695976168,689,845,Sales,45,6653,No,15,3,0,301507,,5,Medical,Female,ENIYAH,OH,06/28/80,06/28/15,,,,,,,,,,,,,,,
199863379,758,1130,Sales,56,6214,No,18,3,1,301595,,4,Mkt,Female,SOMAYA,HI,03/28/90,03/28/09,,,,,,,,,,,,,,,
661113700,712,1441,Research & Development,94,3537,No,12,3,1,301640,,3,Technical Degree,Male,LAKEITH,SC,05/23/62,05/23/13,,,,,,,,,,,,,,,
350777220,713,1120,Sales,100,6652,No,13,3,1,301692,,4,Marketing,Female,ZIYLA,ID,08/22/80,01/29/11,Travel_Rarely,11,2,2,2,4,Married,4,1,8,2,2,3,0,0
526713460,689,444,Sales,84,2789,No,11,3,1,301879,,3,Mkt,Female,OLIVIAH,ID,12/04/85,01/15/15,Travel_Frequently,5,4,3,1,2,Divorced,1,3,2,5,2,2,2,2
813012038,723,365,Research & Development,89,15202,No,25,4,1,301974,,5,Medical,Male,HEZEKYAH,AZ,04/22/69,04/22/15,,,,,,,,,,,,,,,
164801736,687,1082,Sales,41,10686,No,11,3,1,302007,,4,Life Sciences,Female,NIL,ID,10/20/62,11/15/07,Travel_Rarely,2,3,2,3,3,Married,6,2,13,4,3,4,7,0
396850394,709,1456,Research & Development,30,7484,No,20,4,0,302017,,4,Medical,Female,ESSENCE,TX,04/28/66,04/27/04,,,,,,,,,,,,,,,
520475107,677,140,Research & Development,95,3929,Yes,23,4,1,302067,,1,Medical,Female,ANNALIA,ME,02/22/86,02/22/13,,,,,,,,,,,,,,,
537626211,709,384,Sales,72,2572,No,16,3,1,302425,,4,Life Sciences,Female,AMERAH,NV,12/14/81,12/14/13,,,,,,,,,,,,,,,
265506649,739,1457,Research & Development,83,4477,Yes,19,3,1,302505,,3,Medical,Female,HENRIETTE,ID,08/14/71,01/07/14,Travel_Rarely,7,1,3,1,3,Married,4,3,7,2,2,2,0,2
986022413,748,1276,Sales,91,16595,No,16,3,1,302668,,5,Life Sciences,Female,LATOYA,VT,08/16/75,08/16/98,,,,,,,,,,,,,,,
698101074,745,444,Research & Development,40,16756,No,15,3,0,303034,,1,Medical,Male,KEYVON,,,12/26/07,,,,,,,,,,,,,,,
794415580,734,1303,Research & Development,62,2768,No,12,3,1,303279,,4,Life Sciences,Male,OLAN,VT,04/09/83,04/09/10,,,,,,,,,,,,,,,
740514808,730,587,Research & Development,38,3408,No,13,3,3,303433,,1,Medical,Male,SHARIF,MT,09/27/83,09/27/12,,,,,,,,,,,,,,,
164043028,678,798,Research & Development,66,2187,No,12,3,2,303496,,4,Medical,N/A,SEHAJ,,,02/22/12,,,,,,,,,,,,,,,
740333367,704,1151,Research & Development,63,4876,No,14,3,1,303507,,5,Life Sciences,Male,DALLIN,LA,12/02/76,12/02/13,,,,,,,,,,,,,,,
370893701,771,,Sales,32,,No,21,4,0,303732,,3,Marketing,Male,HARAN,,03/18/83,03/18/03,,,,,,,,,,,,,,,
418033993,707,207,Research & Development,64,2105,No,12,3,0,303782,,4,Life Sciences,Female,DANAYSIA,GA,03/07/70,03/07/15,,,,,,,,,,,,,,,
428532587,729,1404,Sales,84,2157,No,15,3,1,304084,,3,Technical Degree,Female,KENDI,ME,09/02/87,09/02/13,,,,,,,,,,,,,,,
640751523,760,691,Research & Development,64,17639,No,16,3,0,304091,,3,Medical,Male,MATTHEWS,KY,11/12/66,11/12/12,,,,,,,,,,,,,,,
417689063,733,136,Research & Development,89,5373,No,12,3,1,304361,,3,Life Sciences,Male,MAHITH,,,05/01/12,Travel_Rarely,1,1,3,2,1,Married,0,1,6,5,2,3,0,2
560278115,691,471,Research & Development,62,3978,No,12,3,1,304456,,3,Medical,N/A,ELEIGHA,ID,11/22/85,01/18/15,Travel_Rarely,4,1,4,1,3,,8,2,4,0,2,2,2,2
698194356,686,1062,Research & Development,96,6812,No,19,3,0,304623,,3,Medical,Female,AHNYLA,,05/20/86,05/20/07,,,,,,,,,,,,,,,
599861165,761,430,Research & Development,80,5309,No,15,3,2,305054,,4,LS,Male,BOWDEN,ID,11/11/84,03/04/07,Travel_Frequently,24,1,3,2,4,Married,1,4,10,2,3,8,4,7
179131626,710,1059,Research & Development,93,19613,No,22,4,0,305710,,2,Other,Male,SAIFULLAH,ID,12/02/74,11/20/15,Travel_Rarely,9,4,2,5,4,Single,8,4,24,2,3,0,0,1
608845583,774,118,Sales,84,4639,No,15,3,1,305876,,2,Life Sciences,Female,KARRAH,AR,02/06/77,02/06/12,,,,,,,,,,,,,,,
462313699,703,1313,Research & Development,59,2008,No,12,3,3,306053,,2,Medical,Male,PRECIEUX,NJ,06/16/83,06/16/15,,,,,,,,,,,,,,,
713054627,697,841,Research & Development,46,2368,No,19,3,0,306232,,3,Other,Female,ZULEYKA,,,06/18/11,,,,,,,,,,,,,,,
222941406,809,1162,Research & Development,97,2587,No,16,3,0,306460,08/12/15,2,Life Sciences,Male,IZELL,ID,08/25/60,08/12/11,Travel_Rarely,24,1,3,1,4,Single,1,4,5,3,3,2,1,0
213774973,713,301,Sales,88,5406,No,24,4,1,306506,,4,Mkt,Male,TILAK,OK,12/04/80,12/04/01,,,,,,,,,,,,,,,
111527608,676,1242,Sales,90,9981,No,14,3,0,306561,,3,LS,Female,DINAH,AR,06/17/89,06/17/09,,,,,,,,,,,,,,,
511792481,746,939,Research & Development,95,13973,Yes,18,3,1,306661,,3,Life Sciences,Male,BRYOR,PA,02/14/67,02/14/05,,,,,,,,,,,,,,,
845118003,760,267,Sales,85,13695,Yes,17,3,0,306681,05/05/15,4,Marketing,Male,KAY,ID,01/16/62,05/04/96,Travel_Rarely,13,1,4,4,3,Single,6,3,24,2,2,7,3,8
795503000,708,538,Research & Development,54,3681,No,14,3,0,307096,,2,Other,Male,AKSHAR,NE,03/05/82,03/05/14,,,,,,,,,,,,,,,
218979405,721,1323,Research & Development,89,3212,No,15,3,0,307245,,3,Life Sciences,Female,ANIYLA,PA,01/07/65,01/07/15,,,,,,,,,,,,,,,
766215474,697,849,Research & Development,81,12061,No,17,3,1,308404,,2,Life Sciences,Female,AVIAH,ID,01/13/79,10/27/06,Travel_Rarely,25,1,2,3,2,Married,3,3,19,2,3,8,0,1
497172390,702,1296,Research & Development,62,8095,No,13,3,0,308466,,4,Tech,Male,MAEL,AZ,11/04/81,11/04/00,,,,,,,,,,,,,,,
834195787,773,492,Research & Development,66,5295,No,21,4,0,308568,,3,Medical,Male,JASH,ID,12/16/77,05/06/12,Travel_Rarely,12,4,3,2,2,Married,4,3,7,3,3,4,1,0
834866588,759,737,Sales,55,10306,No,17,3,0,308628,,3,Medical,Male,KINGJOSIAH,KS,08/08/81,08/08/03,,,,,,,,,,,,,,,
816400201,715,750,Research & Development,46,3407,No,17,3,2,308674,,3,Life Sciences,Male,BRAYDENN,ID,02/14/82,11/05/06,Travel_Rarely,28,2,4,2,3,Married,1,4,10,3,2,9,6,8
976365193,700,1473,Research & Development,74,4522,Yes,14,3,0,309159,,4,Other,Female,JLYNN,ID,12/20/73,12/20/11,,,,,,,,,,,,,,,
423207891,724,1145,Research & Development,75,3346,Yes,20,4,1,309263,,3,Medical,Female,CAELYN,SC,12/13/58,12/13/15,,,,,,,,,,,,,,,
347065879,775,594,Research & Development,75,2468,No,14,3,1,309459,,2,Medical,Female,AZERIAH,AK,03/24/79,03/24/11,,,,,,,,,,,,,,,
847930858,731,531,Sales,56,10231,No,14,3,0,310018,,4,Marketing,Female,JAISLEY,NC,09/02/73,09/02/95,,,,,,,,,,,,,,,
407244970,777,988,Human Resources,43,9950,Yes,15,3,3,310105,03/21/15,3,Human Resources,Female,ZAIDEE,ID,07/22/82,03/20/12,Travel_Frequently,23,2,3,3,1,Divorced,9,3,11,2,3,2,0,2
593246127,735,419,Sales,37,2121,Yes,13,3,0,310162,,3,Other,Male,SAMWISE,,,06/24/15,,,,,,,,,,,,,,,
216501137,706,248,Research & Development,42,3633,Yes,15,3,1,310441,,2,Life Sciences,Male,MARKIS,DC,05/17/72,05/17/08,,,,,,,,,,,,,,,
234127088,737,775,Sales,45,4306,No,12,3,2,310501,,2,Medical,Male,AVENIR,IA,11/22/90,11/22/16,,,,,,,,,,,,,,,
254910793,731,933,Sales,57,5296,No,17,3,1,310713,,3,LS,Male,CAMEREN,KY,08/17/90,08/17/08,,,,,,,,,,,,,,,
604251165,751,1445,Research & Development,100,7446,No,11,3,0,310733,,5,Life Sciences,Female,NADJA,ID,01/27/86,01/27/07,,,,,,,,,,,,,,,
616347276,731,754,Sales,63,5617,Yes,11,3,0,310848,,4,Mkt,Male,MASCUD,ID,04/16/86,04/16/07,,,,,,,,,,,,,,,
448574411,755,821,Research & Development,86,19406,No,11,3,1,311218,,2,Medical,Male,JAXSIN,MS,09/21/62,09/21/12,,,,,,,,,,,,,,,
656035389,686,628,Research & Development,82,4404,No,12,3,0,311395,,3,Medical,N/A,ZIMERE,OR,10/28/82,10/28/12,,,,,,,,,,,,,,,
335943820,758,,Research & Development,82,,Yes,13,3,0,311862,,3,Medical,Female,NEFERTITI,DE,10/09/77,10/09/95,,,,,,,,,,,,,,,
224213572,750,1199,Research & Development,77,6434,No,17,3,1,311900,,4,LS,Male,ANDERSEN,ID,01/28/72,04/07/14,Travel_Frequently,7,1,4,2,3,Married,4,4,9,1,3,2,0,2
938731953,697,791,Research & Development,38,4244,No,24,4,1,311982,,2,Medical,Female,ARIELIS,ID,07/25/76,10/26/08,Travel_Frequently,2,3,4,2,2,Married,1,4,8,2,3,7,3,7
243649889,700,918,Sales,35,9241,No,12,3,0,312209,,3,Marketing,Male,MANEET,ID,07/23/75,01/30/07,Travel_Rarely,6,4,3,3,3,Single,1,2,10,3,3,8,8,7
224022656,705,,Research & Development,63,,No,18,3,1,312636,,2,Life Sciences,Male,CANDON,NJ,05/30/82,05/29/16,,,,,,,,,,,,,,,
741648255,723,1075,Human Resources,57,2277,Yes,11,3,1,312649,,2,Human Resources,Male,RUBENS,IA,01/16/84,01/16/13,,,,,,,,,,,,,,,
105315264,681,269,Research & Development,56,2593,Yes,11,3,1,312724,,3,Medical,Female,ALAYIAH,,,06/03/07,Travel_Rarely,2,4,2,1,1,Divorced,0,3,10,4,3,6,7,8
436382557,691,406,Sales,52,17465,No,12,3,1,312966,,1,Marketing,Male,JAYDN,NJ,11/26/70,11/26/04,,,,,,,,,,,,,,,
761707360,727,548,Research & Development,66,6220,No,17,3,2,313095,,3,Life Sciences,Male,VINCENZO,ID,03/16/85,02/04/07,Travel_Rarely,1,2,3,2,2,Married,1,2,10,3,3,4,0,9
391941707,689,1396,Research & Development,62,5914,No,16,3,0,313182,,2,Life Sciences,Male,TRAYVON,ID,04/19/81,01/25/04,Travel_Rarely,5,4,3,2,2,Single,8,4,16,3,4,11,3,7
848167889,760,619,Sales,85,4717,No,11,3,0,313374,,3,Marketing,Male,LOGHAN,ID,08/27/81,09/19/05,Travel_Rarely,1,2,3,2,3,Married,9,3,15,2,3,9,6,9
925062003,714,188,Research & Development,56,4272,No,19,3,0,313494,,3,Medical,Male,REFOEL,ID,02/26/75,07/02/15,Travel_Rarely,29,2,1,2,4,Single,4,1,16,3,3,0,0,0
472224756,748,1445,Research & Development,100,7446,No,11,3,0,313599,05/14/16,5,Life Sciences,Female,NADJA,ID,04/19/86,05/14/06,Travel_Frequently,1,3,4,3,2,Single,1,1,10,2,3,8,4,7
604909723,716,1368,Research & Development,99,3894,No,16,3,0,313681,,1,Technical Degree,Male,RUEBEN,,,07/03/14,,,,,,,,,,,,,,,
151017586,687,1131,Research & Development,77,4774,No,19,3,1,313945,,3,Life Sciences,Female,EMMILOU,ID,07/08/89,07/12/09,Travel_Frequently,15,4,2,1,1,Married,0,4,8,2,2,6,7,3
453974274,741,499,Sales,36,4078,Yes,13,3,3,314045,,1,Mkt,Male,CABOT,MD,04/12/85,04/12/14,,,,,,,,,,,,,,,
582327802,761,1169,Research & Development,64,5467,No,18,3,1,314707,,4,Technical Degree,Male,JAYLIAN,DE,02/03/70,02/03/09,,,,,,,,,,,,,,,
194978382,753,810,Sales,57,4851,No,22,4,1,315554,,3,Life Sciences,Male,TORBEN,AK,09/13/91,09/13/13,,,,,,,,,,,,,,,
997139756,741,1473,Research & Development,74,4522,Yes,14,3,0,315792,,4,Other,Female,JLYNN,ID,12/23/73,05/22/12,Travel_Rarely,8,3,3,2,3,Divorced,4,4,8,3,3,2,0,2
976399974,686,1389,Research & Development,51,9980,No,11,3,1,316036,,4,Life Sciences,Female,VALENTINA,HI,12/23/87,12/23/06,,,,,,,,,,,,,,,
795443097,737,944,Sales,92,8789,No,14,3,0,316060,,3,Marketing,Female,SINCERE,OK,01/18/82,01/18/07,,,,,,,,,,,,,,,
889486264,703,1322,Research & Development,43,16880,Yes,11,3,0,316161,,3,Life Sciences,Female,MEGUMI,ID,03/27/67,02/10/14,Travel_Rarely,28,4,3,4,1,Married,4,2,25,2,3,2,1,2
144860729,722,523,Research & Development,94,3722,Yes,13,3,1,316499,,3,Life Sciences,Male,BRONSYN,IA,06/19/85,06/19/14,,,,,,,,,,,,,,,
418384348,755,263,Research & Development,59,4721,Yes,13,3,0,316752,,3,Medical,N/A,JOBY,ME,10/07/75,10/07/98,,,,,,,,,,,,,,,
270274146,682,419,Research & Development,53,11994,No,11,3,0,316817,,4,Life Sciences,Female,LILA,ID,05/04/83,01/22/05,Travel_Rarely,7,1,3,3,2,Single,0,3,13,4,3,6,2,11
455730696,708,638,Research & Development,91,5175,No,12,3,1,316830,,2,Medical,Female,KERSTIN,NH,01/25/85,01/25/12,,,,,,,,,,,,,,,
168911304,722,1258,Research & Development,40,2506,No,13,3,0,317261,,4,Life Sciences,Female,KARISHMA,,11/22/81,11/22/14,,,,,,,,,,,,,,,
398425001,724,544,Human Resources,52,2696,Yes,11,3,1,317270,,1,Technical Degree,Male,MOUHAMED,ID,07/14/74,11/16/13,Travel_Rarely,2,3,3,1,3,Divorced,0,3,4,5,3,2,1,0
159491915,693,1001,Research & Development,72,5679,Yes,13,3,1,317364,,5,Medical,Male,BRIX,ID,01/08/74,12/29/08,Travel_Frequently,9,4,3,2,3,Divorced,3,2,10,3,3,7,4,7
158472687,774,319,Sales,41,2793,No,17,3,1,317566,,4,Marketing,Male,OZZIE,NM,04/17/80,04/17/08,,,,,,,,,,,,,,,
346702891,742,482,Research & Development,87,4249,Yes,11,3,0,318527,,4,Life Sciences,Male,JADIEN,IN,02/18/82,02/18/08,,,,,,,,,,,,,,,
712121367,752,884,Research & Development,41,2571,No,17,3,1,318588,,2,Medical,Male,AKSIL,ID,05/09/81,10/31/11,Travel_Frequently,23,3,4,2,4,Married,4,3,17,3,3,2,0,3
246525513,746,567,Research & D,32,3760,Yes,13,3,0,318782,,1,Technical Degree,Female,EVALYNE,CT,02/28/93,02/28/11,,,,,,,,,,,,,,,
928371279,682,1246,Human Resources,99,18200,No,11,3,1,318845,,3,Medical,Male,CAMARION,IL,08/26/66,08/26/84,,,,,,,,,,,,,,,
330323425,746,715,Research & Development,69,13726,Yes,13,3,0,318855,,3,Life Sciences,Female,KALIEE,MS,03/17/58,03/16/12,,,,,,,,,,,,,,,
892975379,705,1111,Sales,93,6500,No,17,3,1,318870,,2,Life Sciences,Female,BREEZY,MD,05/23/83,05/23/14,,,,,,,,,,,,,,,
761861052,710,1476,Research & Development,55,6674,No,11,3,3,319146,,3,Life Sciences,Female,ELLAMAY,MA,06/16/88,06/16/07,,,,,,,,,,,,,,,
417585281,776,754,Sales,63,5617,Yes,11,3,0,319333,10/27/15,4,Mkt,Male,MASCUD,ID,12/15/85,10/26/05,Travel_Frequently,26,1,3,2,4,Married,1,3,10,4,3,7,0,8
707830640,711,170,Research & Development,78,5033,No,15,3,1,319389,,4,Life Sciences,Male,IORI,NE,04/12/73,04/12/15,,,,,,,,,,,,,,,
717163807,735,1370,Research & Development,87,4723,Yes,18,3,0,319699,,1,Medical,Male,ARAZ,ID,02/21/88,12/10/06,Travel_Rarely,3,2,3,1,1,Single,1,4,10,3,3,9,1,5
876710323,710,603,Research & Development,78,2372,Yes,16,3,0,319704,,4,Medical,Female,ELAIA,TN,02/02/75,02/02/16,,,,,,,,,,,,,,,
480856158,726,280,Human Resources,43,2706,No,15,3,1,320250,,2,Life Sciences,Male,EDVARDO,MT,08/13/88,08/13/13,,,,,,,,,,,,,,,
418797390,742,1496,Research & Development,41,4319,No,13,3,1,320257,,1,Technical Degree,Male,MADDEX,ID,03/11/88,10/09/06,Non-Travel,1,4,3,2,3,Married,1,1,10,1,3,7,0,9
410157667,731,955,Sales,83,4163,Yes,17,3,0,320362,,2,Life Sciences,N/A,ASHARI,NV,01/15/70,01/15/08,,,,,,,,,,,,,,,
207628564,683,286,Research & Development,31,19246,Yes,12,3,0,321090,,4,LS,Male,WHITLEY,NY,09/02/58,09/02/85,,,,,,,,,,,,,,,
748184155,732,1229,Research & Development,30,4035,Yes,16,3,0,321161,,4,Life Sciences,Male,KANALOA,PA,12/07/61,12/07/13,,,,,,,,,,,,,,,
534092201,715,1083,Research & Development,96,6549,No,14,3,2,321564,,1,Life Sciences,Male,KEIRON,IL,04/15/89,12/04/08,Travel_Rarely,29,3,1,2,2,Married,1,2,8,2,2,6,1,7
944142293,743,167,Research & Development,32,5121,No,14,3,1,321665,,5,Life Sciences,Female,MALERIE,,,04/16/17,,,,,,,,,,,,,,,
227763299,688,737,Sales,55,10306,No,17,3,0,322001,,3,Medical,Male,KINGJOSIAH,KS,10/17/81,10/17/03,,,,,,,,,,,,,,,
279159368,687,1103,Research & Development,42,2235,Yes,14,3,2,322087,,3,Life Sciences,Male,SAVVA,IN,07/09/89,07/09/07,,,,,,,,,,,,,,,
261461449,676,1097,Research & D,96,2936,Yes,11,3,0,322451,,4,Life Sciences,Male,ILIA,NM,09/10/72,09/10/10,,,,,,,,,,,,,,,
112504256,721,1147,Sales,52,5940,No,14,3,1,322469,,3,Marketing,N/A,DELAINEY,MI,03/28/63,03/28/11,,,,,,,,,,,,,,,
146177747,758,807,Human Resources,63,2073,Yes,22,4,0,322560,,4,Human Resources,Male,KAIDYN,OK,06/06/79,06/06/13,,,,,,,,,,,,,,,
